avg_speed,min_speed,max_speed,max_accel,max_deaccel,mean_dist_med_speed,sd_speed,percent_ped_speed,percent_bic_speed,percent_car_speed,num_stops,distance,msd,sinuosity,turosity,convex_hull_area,mean_relative_angle,duration,id
16.092217995524045,0.23296428953668108,25.961550363979267,10.652202082818095,-13.501057538299198,12.864293037221293,5.964282932151585,0.6976744186046512,7.209302325581396,86.51162790697674,0,7917.451714887808,3.121125876408868e-08,1.0377414318597016,0.004472999339157013,0.15563569435977295,0.05428125543371343,492.005,6lmxhlsdu2820pp9ewk41z
6.322339061546877,0.14119317205792709,12.872192122348201,3.1982007093264304,-6.585177130115337,6.365499475145137,2.824493399840498,0.7352941176470589,26.470588235294116,36.76470588235294,2,1132.3246035839834,4.941278295860921e-09,1.0071899746623754,0.01272593219254103,0.02198832910820135,0.142936588948258,179.09899999999988,g234mtreigui4a64i4xea9
1.2753090252536683,0.6201469934177651,2.1960882409676614,1.1298256774089777,-7.976932944483959,0.7879706237749482,0.2747466548073028,67.19367588932806,0.0,0.0,0,366.2738532889544,1.1031088327050356e-10,2.232827577879959,0.009083819006622923,0.006279717586041336,-0.5858150063737725,287.2039999999999,hwt93drmgmyk3pnt7hib08
1.2108235182424214,0.07920338563175244,2.3953650994193603,1.2750510242245496,-4.657094021491732,1.158080856893804,0.33632223357779517,60.10362694300518,0.0,0.0,4,562.095758579606,1.3742200256474366e-10,1.304693190707613,0.006811693625322658,0.01387826344055102,0.5529622095079345,464.2259999999997,9gmnn1cdfv7vbptl9p83u2
1.3132966068373433,0.6370323526809135,2.017231561259098,1.256551503780597,-2.369024673013352,0.6900996042890923,0.2915550544866256,57.83132530120482,0.0,0.0,0,126.59522641608571,1.9124226678262164e-10,1.0407972964122352,0.0248062894237969,0.0037290961758468196,0.46884593903755906,96.395,18ejk5cjxixj051qiupxyb
1.2586060459145416,0.40113704970058744,2.0001868891781336,0.7961868483678164,-4.587352829327807,0.799524919738773,0.33724833479865335,56.60377358490566,0.0,0.0,0,77.68242375989142,1.3564606133990285e-10,1.0787755485498554,0.03731132483085504,0.0025055089532709587,-0.7722794424210313,61.721,m0f400uqe0tezb6vuu62i2
1.23439740466058,0.017403261175726523,3.6684572182770623,1.5412558333457986,-7.2365128124279146,1.8255269785506678,0.38583185621184807,50.717703349282296,0.23923444976076555,0.0,3,724.0296257166398,1.0831342364364576e-10,1.7409123327367484,0.010133445063511172,0.019973571645424064,-0.09344013496419679,586.545,ym4mgnige1m3jvzs6tz6zq
1.1380803625630953,0.23752940781596976,2.2254459728639704,1.246049489329581,-3.1342623728748187,0.9939582825240003,0.31165023215420845,60.30927835051546,0.0,0.0,0,554.5376232214055,1.0111465407893464e-10,1.6082234638038848,0.006023916945778835,0.01438153352262912,0.2557510045701199,487.25699999999944,6pbxo8tlic74vfc0ki9kbt
1.1549321224419504,0.13594220444351063,2.3113956843573695,1.3641274015611402,-9.77531830631302,1.0877267399569295,0.35449142111340715,53.4054054054054,0.0,0.0,2,1377.812078362922,1.2121961414314918e-10,1.2228210219692286,0.003289554484726387,0.02868667848486729,-0.05669282202618244,1192.9810000000014,5mx7bunn0qcsv8ydqvpvcv
1.1990482641868268,0.14960947997285684,2.5757622619162555,1.7722938781143451,-12.790396138921032,1.2130763909716993,0.33935532998703544,53.664302600472816,0.0,0.0,1,1326.9159701279725,1.574292737526583e-10,1.2024391193795152,0.0029686957392669293,0.03743228868620668,0.08940587767696398,1106.6409999999987,htvucrvmwk66q9u0tuzqt8
